ID,RootVolume,Genotype,Stage,FolderName,PlantNumber,ImagePaths_L,ImagePaths_R,Layers_L,Layers_R
ID_588554_Hzpbye,0.9,TMEB419,Early,P3om3dfa78,1,[],"['/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_021.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_022.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_023.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_024.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_025.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_026.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_027.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_028.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_029.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_030.png', '/Users/yuvenblowria/MLPR/data/P3om3dfa78/P3om3dfa78_R_031.png']",[],"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]"
ID_589812_X0qgof,2.2,TMEB419,Early,Wgutyon8uu,4,[],"['/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_023.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_024.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_025.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_026.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_027.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_028.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_029.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_030.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_031.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_032.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_033.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_034.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_035.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_036.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_037.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
ID_592091_Zv1yr1,3.3,IBA980581,Early,Kjvcz6bjfj,2,[],"['/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_026.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_027.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_028.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_029.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_030.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_031.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_032.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_033.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_034.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_035.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_036.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_037.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_038.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_039.png']",[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_592215_Hfzzen,2.2,TMEB419,Early,Ntqusw7xpb,4,"['/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_019.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_020.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_021.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_022.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_023.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_024.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_025.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_026.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_027.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_028.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_029.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_030.png', '/Users/yuvenblowria/MLPR/data/Ntqusw7xpb/Ntqusw7xpb_L_031.png']",[],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",[]
ID_592284_Rkc2ag,0.8,IITA-TMS-IBA000070,Early,Zbjyzgqwtu,4,[],"['/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_015.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_016.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_017.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_018.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_019.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_020.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_021.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_022.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_023.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_024.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_025.png', '/Users/yuvenblowria/MLPR/data/Zbjyzgqwtu/Zbjyzgqwtu_R_026.png']",[],"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
ID_596196_Bc1mep,3.1,IBA154810,Early,Up8aqujy0s,3,"['/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_029.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_030.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_031.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_032.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_033.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_034.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_035.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_036.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_037.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_038.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_039.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_L_040.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_597793_X99k4f,2.7,IBA980581,Early,Tbhppxjkvr,3,[],"['/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_016.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_017.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_018.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_019.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_020.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_021.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_022.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_023.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_R_024.png']",[],"[16, 17, 18, 19, 20, 21, 22, 23, 24]"
ID_598272_Axnwor,6.6,IBA154810,Early,B8x7mhxe6z,3,"['/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_023.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_024.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_025.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_026.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_027.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_028.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_029.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_030.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_031.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_032.png', '/Users/yuvenblowria/MLPR/data/B8x7mhxe6z/B8x7mhxe6z_L_033.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",[]
ID_598519_Gvxcep,2.1,TMEB693,Early,Lsdgz02kdp,7,"['/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_029.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_030.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_031.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_032.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_033.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_034.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_035.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_036.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_037.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_038.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_039.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_040.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_598878_Hoeecl,4.9,IBA154810,Early,Up8aqujy0s,6,[],"['/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_025.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_026.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_027.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_028.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_029.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_030.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_031.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_032.png', '/Users/yuvenblowria/MLPR/data/Up8aqujy0s/Up8aqujy0s_R_033.png']",[],"[25, 26, 27, 28, 29, 30, 31, 32, 33]"
ID_601291_Krxvyc,2.7,IBA980581,Early,Mylwjeq6tq,4,[],"['/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_019.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_020.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_021.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_022.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_023.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_024.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_025.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_026.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_027.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_028.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_029.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_030.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_031.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_032.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_033.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_034.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_035.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_036.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_037.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_038.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_039.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_040.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_041.png', '/Users/yuvenblowria/MLPR/data/Mylwjeq6tq/Mylwjeq6tq_R_042.png']",[],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]"
ID_601768_Jjlhig,0.7,DIXON,Early,Yznlv6wrsh,6,"['/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_030.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_031.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_032.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_033.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_034.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_035.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_036.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_037.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_038.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_L_039.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",[]
ID_602978_Radio2,1.5,DIXON,Early,Yznlv6wrsh,4,[],"['/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_045.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_046.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_047.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_048.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_049.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_050.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_051.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_052.png', '/Users/yuvenblowria/MLPR/data/Yznlv6wrsh/Yznlv6wrsh_R_053.png']",[],"[45, 46, 47, 48, 49, 50, 51, 52, 53]"
ID_603291_Cq9no2,1.9,IBA154810,Early,Hzapvbcfm8,3,[],"['/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_024.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_025.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_026.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_027.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_028.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_029.png', '/Users/yuvenblowria/MLPR/data/Hzapvbcfm8/Hzapvbcfm8_R_030.png']",[],"[24, 25, 26, 27, 28, 29, 30]"
ID_605863_Gfc23p,1.3,IBA154810,Early,Rzyf8hal4j,7,"['/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_032.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_033.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_034.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_035.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_036.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_037.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_038.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_039.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_040.png']",[],"[32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_606851_Eqs9td,0.8,IBA980581,Early,Vinlgebupo,4,"['/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_023.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_024.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_025.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_026.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_027.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_028.png', '/Users/yuvenblowria/MLPR/data/Vinlgebupo/Vinlgebupo_L_029.png']",[],"[23, 24, 25, 26, 27, 28, 29]",[]
ID_607500_V2uzg1,1.9,IITA-TMS-IBA000070,Early,Hc3b9gicdo,7,"['/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_037.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_038.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_039.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_040.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_041.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_042.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_043.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_044.png', '/Users/yuvenblowria/MLPR/data/Hc3b9gicdo/Hc3b9gicdo_L_045.png']",[],"[37, 38, 39, 40, 41, 42, 43, 44, 45]",[]
ID_612325_Qhs3h2,2.6,IBA980581,Early,Lnkljfdtgh,3,[],"['/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_023.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_024.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_025.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_026.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_027.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_028.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_029.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_030.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_031.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_032.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_033.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_034.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_035.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_036.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_037.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_038.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_039.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_040.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_041.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_042.png', '/Users/yuvenblowria/MLPR/data/Lnkljfdtgh/Lnkljfdtgh_R_043.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]"
ID_612373_P9lo1t,1.8,TMEB419,Early,Wgutyon8uu,5,[],"['/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_023.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_024.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_025.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_026.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_027.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_028.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_029.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_030.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_031.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_032.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_033.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_034.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_035.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_036.png', '/Users/yuvenblowria/MLPR/data/Wgutyon8uu/Wgutyon8uu_R_037.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
ID_613613_Nlusan,0.4,IBA980581,Early,Qinorm9cg3,6,[],"['/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_022.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_023.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_024.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_025.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_026.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_027.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_028.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_029.png', '/Users/yuvenblowria/MLPR/data/Qinorm9cg3/Qinorm9cg3_R_030.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30]"
ID_616877_Zht9zp,1.8,IBA154810,Early,Rzyf8hal4j,4,[],"['/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_038.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_039.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_040.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_041.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_042.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_043.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_044.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_045.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_046.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_R_047.png']",[],"[38, 39, 40, 41, 42, 43, 44, 45, 46, 47]"
